Time_days,PBAT_pct,PLA_pct,Recyclable Materials,Additive Type,Color,Thickness_um,Roughness,Area_mm2,UV,Precipitation_mm,Temperature_C,Air_Humidity_pct,Soil_TN_mgkg,Soil_OC_gkg,Soil_pH,Fertilizer,Target_TS_MPa
45.0,0.0,99.0,1.0,1.4774225950241089,2.119171619415283,250.0,2.2621943950653076,2351.7021484375,176298.5625,296.7376676,27.09664666,83.66242317,199.11703491210938,1.0,4.6,0.9914340972900391,21.22
60.0,0.0,98.5,1.5,0.865347146987915,1.9263668060302734,250.0,2.186251401901245,46232.7578125,182150.96875,439.6924791,27.02077423,84.21476736,187.6339874267578,1.0,4.6,0.03273976966738701,17.24
60.0,0.0,98.0,2.0,0.8346757888793945,1.9414896965026855,260.0,2.1896796226501465,46771.234375,182423.90625,439.6924791,27.02077423,84.21476736,186.77999877929688,1.0,4.6,0.03115561231970787,16.51
60.0,0.0,97.0,3.0,0.7865009307861328,1.9726500511169434,280.0,2.207062005996704,46447.76171875,180735.6875,439.6924791,27.02077423,84.21476736,188.56976318359375,1.0,4.6,0.031993765383958817,16.14
15.0,0.0,70.0,30.0,0.0,2.98677396774292,80.0,2.640530586242676,588.8301391601562,69429.8515625,36.23302421,20.2684455,74.53249806,393.15869140625,1.95,6.4,0.9979755282402039,43.89
30.0,0.0,70.0,30.0,0.0,2.9953372478485107,80.0,2.6480636596679688,374.884033203125,130765.703125,125.0124667,18.95645663,72.36452098,391.97283935546875,1.95,6.4,0.9959353804588318,61.9
45.0,0.0,70.0,30.0,0.0,2.9962124824523926,80.0,2.77817964553833,348.2870788574219,181269.90625,177.3691447,16.30767161,71.96595935,391.44580078125,1.95,6.4,0.9937955141067505,62.2
60.0,0.0,70.0,30.0,0.0,2.9945132732391357,80.0,2.7694385051727295,350.01092529296875,186622.84375,181.5342139,14.50113877,68.32544481,390.5746154785156,1.95,6.4,0.9943382740020752,62.3
60.0,0.0,70.0,30.0,0.0,2.994323253631592,80.0,2.7670021057128906,357.724365234375,186044.671875,181.5342139,14.50113877,68.32544481,390.85418701171875,1.95,6.4,0.9943419694900513,62.1
60.0,0.0,70.0,30.0,0.0,2.9943621158599854,80.0,2.772883415222168,356.8537292480469,185539.828125,181.5342139,14.50113877,68.32544481,390.5063171386719,1.95,6.4,0.994364321231842,62.4
60.0,0.0,70.0,30.0,0.0,2.995060443878174,76.59030151367188,2.7808098793029785,360.9923095703125,185278.875,181.5342139,14.50113877,68.32544481,390.3822021484375,1.95,6.4,0.9942423701286316,61.7
15.0,99.5,0.4836798906326294,0.5,2.920077085494995,2.0,36745.76953125,1.7625621557235718,1202.4168701171875,57623.32421875,104.7590086,25.01604021,78.35042562,124.26070404052734,1.12,7.8,0.9996052980422974,25.0
30.0,99.0,-0.35219746828079224,1.0,2.0050058364868164,3.0,46385.078125,1.750068187713623,1225.936767578125,119530.890625,111.5106507,24.18194928,77.07090915,186.97967529296875,1.12,7.8,0.9977774620056152,30.0
45.0,98.0,0.017746366560459137,2.0,2.0073952674865723,3.0,46824.85546875,1.8605291843414307,1156.88720703125,173021.9375,149.1852622,22.58854845,76.15281413,185.15585327148438,1.12,7.8,0.997303307056427,25.0
60.0,95.0,1.2441970109939575,5.0,2.0081124305725098,3.0,47451.45703125,1.8508855104446411,1140.4923095703125,229959.59375,160.508431,21.23903616,75.21973242,186.92457580566406,1.12,7.8,0.9973160028457642,24.0
60.0,99.5,0.498633474111557,0.5,2.77439284324646,2.0,26761.978515625,1.8829610347747803,1738.23974609375,224001.71875,160.508431,21.23903616,75.21973242,117.63935852050781,1.12,7.8,0.9999235272407532,23.0
60.0,99.0,-0.210293710231781,1.0,2.0069918632507324,3.0,46910.3359375,1.855158805847168,1112.8389892578125,231053.8125,160.508431,21.23903616,75.21973242,184.47674560546875,1.12,7.8,0.997530460357666,23.0
60.0,98.0,0.04189903661608696,2.0,2.0088138580322266,3.0,46445.6484375,1.8373465538024902,1145.08935546875,230529.546875,160.508431,21.23903616,75.21973242,187.68743896484375,1.12,7.8,0.997467041015625,26.0
60.0,95.0,1.181528091430664,5.0,2.0082132816314697,3.0,47270.0703125,1.8386964797973633,1137.4744873046875,229985.21875,160.508431,21.23903616,75.21973242,187.1893310546875,1.12,7.8,0.9974064826965332,26.0
60.0,99.5,-0.028734810650348663,0.5,1.519993782043457,1.0,2541.946044921875,2.110719919204712,15144.53515625,236992.421875,160.508431,21.23903616,75.21973242,109.69942474365234,1.12,7.8,0.9994920492172241,34.0
60.0,99.0,0.7102293968200684,1.0,0.8934350609779358,1.0,1024.935546875,2.1770572662353516,17591.98046875,239919.203125,160.508431,21.23903616,75.21973242,106.03855895996094,1.12,7.8,0.9983513355255127,28.0
60.0,98.0,1.2419812679290771,2.0,1.3777642250061035,1.0,2129.87060546875,2.165478229522705,15937.5,233123.171875,160.508431,21.23903616,75.21973242,109.13717651367188,1.12,7.8,0.9993382692337036,34.004
